Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,Construction_recorded,schedule_recorded,Window_Count,w_north,w_north-east,w_east,w_south-east,w_south,w_south-west,w_west,w_north-west,total_window_area,o_north,o_north-east,o_east,o_south-east,o_south,o_south-west,o_west,o_north-west,Cooling,Heating,Lighting,Equipment
108.65,3,0.072,0.072,0.072,1,2,4,0,0,0,0,0,1,0,1,11.04,0,0,1,0,0,0,0,0,11.94,15.63,6.48,1.59
63.62,4,0.033,0.033,0.016,0,2,3,0,1,0,1,0,0,0,0,13.67,0,0,0,1,0,0,0,1,30.89,28.94,7.2,2.38
65.93,2,0.258,0.258,0.129,0,0,3,0,0,1,0,1,0,0,0,10.58,0,0,0,0,0,0,0,1,19.18,22.33,8.55,2.38
63.62,3,0.06,0.06,0.06,0,0,4,0,0,0,0,0,1,0,1,16.6,1,0,0,0,0,0,0,1,20.61,26.19,6.04,1.59
79.6,1,0.118,0.118,0.118,0,0,4,1,0,1,0,0,0,0,0,10.64,0,0,1,0,0,0,0,0,15.91,26.44,9.92,1.59
67.28,4,0.383,0.383,0.191,0,0,4,0,1,0,0,0,0,1,1,8.88,0,0,0,0,0,0,0,0,25.88,32.83,8.97,2.38
129.87,4,0.411,0.411,0.206,0,0,4,0,0,0,0,0,1,0,1,8.41,0,0,0,0,0,0,0,0,50.15,33.37,10.56,2.38
74.55,2,0.045,0.045,0.023,0,2,4,1,0,0,0,0,0,1,0,12.09,0,0,0,0,0,0,0,0,17.72,30.16,12.3,2.38
76.27,4,0.107,0.107,0.053,0,0,4,0,1,0,1,0,0,0,0,12.72,1,1,0,0,0,0,1,1,20.52,28.01,9.78,2.38
65.25,3,0.284,0.284,0.284,0,0,4,0,1,0,1,0,0,0,0,8.73,0,0,0,0,0,0,0,0,26.52,28.29,6.28,1.59
100.48,1,0.238,0.238,0.238,0,0,4,0,1,0,1,0,0,0,0,9.6,0,0,0,0,0,0,0,0,24.05,30.68,6.09,1.59
84.54,6,0.202,0.202,0.101,0,0,4,0,0,0,1,0,1,1,0,11.97,0,0,0,1,1,1,0,0,58.22,48.78,7.06,2.38
64.33,5,0.18,0.18,0.09,0,0,3,0,1,0,1,0,0,0,0,9.93,0,0,0,0,0,0,0,0,31.53,37.45,7.27,2.38
69.73,5,0.076,0.076,0.038,0,1,4,0,0,0,0,0,1,0,1,8.73,0,0,0,0,0,0,0,0,34.32,36.88,12.29,2.38
59.26,1,0.238,0.238,0.119,0,0,4,0,0,1,1,0,1,0,0,11.46,1,1,1,0,1,0,0,0,37.32,31.88,7.3,2.38
42.31,4,0.046,0.046,0.023,0,0,5,0,1,0,1,0,0,0,1,16.08,0,0,0,0,0,0,0,0,22.93,42.65,7.48,2.38
83.57,3,0.13,0.13,0.065,1,2,4,0,1,1,0,0,0,0,1,9.45,0,0,0,0,1,0,0,0,18.11,23.51,7.47,2.38
64.46,5,0.073,0.073,0.037,0,2,3,0,1,0,1,0,0,0,0,9.13,0,0,0,0,0,0,0,1,42.27,43.52,8.21,2.38
65.25,5,0.118,0.118,0.059,1,2,3,0,0,1,0,1,0,0,0,10.18,1,0,0,0,0,0,1,0,40.95,57.58,7.12,2.38
61.98,2,0.027,0.027,0.027,0,0,4,0,1,0,0,0,0,0,1,13.22,1,1,1,1,1,1,0,0,23,24.21,5.87,1.59
180.83,1,0.087,0.087,0.087,0,0,4,0,0,0,1,0,1,0,0,12.21,0,0,0,0,0,0,0,0,11.9,26.12,6.5,1.59
52.53,4,0.071,0.071,0.035,0,2,3,0,1,0,0,0,0,0,1,9.03,1,0,0,1,0,0,1,0,37.87,37.51,7.19,2.38
61.68,1,0.059,0.059,0.059,0,1,4,0,1,0,0,0,0,0,1,8.67,0,0,0,0,0,0,0,0,21.67,34.81,6.46,1.59
78.03,3,0.156,0.156,0.078,0,0,3,0,0,0,0,1,0,1,0,10.71,1,0,0,1,0,1,1,1,52.54,29.73,7.02,2.38
161.81,4,0.097,0.097,0.097,0,0,4,0,0,0,0,1,0,1,0,11.57,0,0,0,0,0,0,0,0,35.59,29.92,5.92,1.59
113.05,1,0.071,0.071,0.036,0,2,3,0,0,0,1,0,1,0,0,9.77,1,0,0,0,0,0,1,1,21.66,40.36,8.45,2.38
100.48,3,0.074,0.074,0.037,0,1,4,1,0,0,0,0,1,1,0,9.04,0,0,1,1,0,0,0,0,24.09,35.62,7.34,2.38
58.59,3,0.031,0.031,0.016,0,2,3,0,1,0,0,0,0,0,1,14.01,1,0,0,0,0,0,1,1,25.11,25.58,7.19,2.38
67.02,6,0.156,0.156,0.078,1,2,4,0,1,0,1,0,0,0,0,8.76,0,1,0,0,0,0,0,0,39.4,35.48,7.23,2.38
148.69,2,0.032,0.032,0.032,0,2,7,0,1,0,0,0,1,0,1,17.23,0,0,0,0,0,0,0,0,19.96,37.28,6.62,1.59
65.71,4,0.162,0.162,0.081,0,0,3,0,0,0,0,1,0,1,0,13.35,0,0,1,1,1,1,0,0,37.78,22.32,7.47,2.38
110.9,2,0.11,0.11,0.055,1,2,3,0,0,0,0,0,1,0,1,10.24,0,0,0,0,0,0,1,0,36.96,34.67,7.09,2.38
59.2,3,0.187,0.187,0.094,0,0,4,1,0,0,0,0,0,1,0,9.91,0,0,1,1,1,0,0,0,19.4,31.48,10.71,2.38
88.31,2,0.179,0.179,0.179,0,0,4,0,0,0,0,0,1,0,1,11.04,0,0,1,1,1,0,0,0,26.93,25.92,5.97,1.59
83.6,2,0.198,0.198,0.198,0,0,7,0,1,0,1,0,1,0,0,14.77,0,0,0,0,0,0,0,0,29.35,38.28,6.09,1.59
150.16,2,0.115,0.115,0.115,1,2,4,0,0,0,0,0,1,0,1,8.88,0,0,0,0,0,0,0,1,13.37,18.31,6.7,1.59
123.7,3,0.082,0.082,0.082,1,2,7,0,0,0,1,0,1,0,1,14.69,0,0,0,0,0,0,0,0,22.89,25.6,8.25,1.59
184.48,6,0.301,0.301,0.15,0,0,4,1,1,0,1,0,0,0,0,10.43,0,0,0,0,0,0,0,0,62.26,44.09,7.09,2.38
77.88,6,0.275,0.275,0.138,0,0,4,0,1,0,1,1,0,0,0,10.48,0,0,0,0,0,0,0,0,64.46,50.99,7.1,2.38
50.4,3,0.07,0.07,0.035,0,1,6,0,1,0,1,0,1,0,0,13.22,0,0,0,0,0,0,0,0,29.73,52.44,10.79,2.38
86.57,1,0.077,0.077,0.038,0,1,3,0,1,0,1,0,0,0,0,8.87,0,0,0,0,0,0,0,0,28.35,31.46,9.42,2.38
52.56,4,0.045,0.045,0.045,0,0,4,1,0,1,0,0,0,0,0,9.87,0,0,0,0,0,0,0,0,17.97,36.81,9.47,1.59
77.08,3,0.096,0.096,0.048,0,0,3,0,1,0,0,0,0,0,1,13.51,1,0,0,1,0,1,1,0,24.84,21.23,7.52,2.38
50.33,6,0.18,0.18,0.09,0,0,4,0,0,0,0,0,1,0,1,9.81,1,0,0,0,0,1,1,1,55.25,43.43,7.93,2.38
128.3,4,0.129,0.129,0.129,0,0,4,0,0,0,1,0,1,0,0,10.11,0,1,0,0,0,0,0,1,26.28,28.7,6.1,1.59
79.85,2,0.17,0.17,0.085,0,0,3,0,0,0,0,0,1,0,1,10.14,0,0,0,0,0,0,0,0,37.58,33.43,7.94,2.38
97.98,2,0.157,0.157,0.157,0,0,7,0,1,0,1,0,1,0,0,16.79,0,0,0,0,0,0,0,0,20.11,37.01,9.17,1.59
93.41,5,0.108,0.108,0.054,0,0,4,0,0,0,0,0,1,0,1,12.75,1,1,0,1,0,0,0,1,36.39,22.5,9.38,2.38
91.61,5,0.158,0.158,0.079,0,0,3,0,0,0,1,0,1,0,0,13.64,1,0,1,0,0,0,0,1,51.15,36.11,7.37,2.38
108.68,2,0.27,0.27,0.135,0,0,4,1,1,0,1,0,0,0,0,10.35,0,0,0,0,0,0,0,0,21.3,31.53,9.06,2.38
89.93,1,0.185,0.185,0.093,0,0,4,0,1,0,0,0,0,0,1,9.98,0,0,0,0,0,0,0,0,21.88,34.85,13.18,2.38
61.5,5,0.239,0.239,0.12,0,0,4,0,0,0,0,1,1,0,1,9.31,0,1,0,0,0,0,0,0,33.01,49.39,7.2,2.38
152.41,5,0.076,0.076,0.038,0,1,4,0,0,1,0,1,1,0,0,8.8,0,0,0,0,0,0,0,0,53.17,56.52,7.18,2.38
94.36,1,0.189,0.189,0.095,0,0,3,0,1,0,1,0,0,0,0,12.33,1,0,0,0,0,0,1,1,15.44,27.05,10.1,2.38
140.49,5,0.053,0.053,0.026,0,2,5,0,0,0,1,0,1,0,1,15.06,1,0,0,0,0,0,0,1,52.05,63.32,7.06,2.38
102.66,3,0.197,0.197,0.099,0,0,4,0,1,0,1,0,0,0,0,9.72,0,1,0,0,0,0,0,0,42.44,34.03,7.26,2.38
58.89,2,0.237,0.237,0.119,0,0,4,1,0,0,0,0,1,0,1,8.75,1,1,0,0,0,0,1,0,37.52,39.35,7.16,2.38
52.15,3,0.171,0.171,0.085,0,0,4,0,0,0,0,0,1,0,1,10.11,0,0,0,0,0,1,0,0,24.89,30.06,10.61,2.38
80.6,5,0.071,0.071,0.036,0,1,4,1,0,0,1,0,0,0,1,9.4,1,1,0,0,0,0,1,1,53.23,54.55,7,2.38
87.84,3,0.045,0.045,0.022,0,1,3,0,0,0,1,0,1,0,0,11.44,0,0,0,0,0,0,0,0,26.57,28.73,8.1,2.38
56.88,2,0.309,0.309,0.154,0,0,4,0,0,0,1,1,1,0,0,9.9,0,0,0,0,0,0,0,0,32.86,34.21,7.76,2.38
50.4,1,0.142,0.142,0.071,0,0,3,0,0,0,1,0,1,0,0,14.28,1,1,0,1,0,1,1,1,35.71,21.77,7.05,2.38
80.6,5,0.069,0.069,0.035,0,1,3,0,1,0,1,0,0,0,0,9.34,0,0,0,0,0,0,0,0,45.27,43.93,7.22,2.38
65.27,3,0.171,0.171,0.171,0,0,4,0,1,0,0,0,0,0,1,8.94,1,0,0,0,0,1,1,1,33.96,32.42,5.9,1.59
70.67,2,0.031,0.031,0.031,0,2,4,0,1,0,0,0,0,0,1,11.92,0,0,0,0,0,0,1,1,29.53,25.97,5.9,1.59
105.15,2,0.114,0.114,0.057,0,0,4,0,0,0,0,1,0,1,1,12.33,1,0,0,0,0,0,1,1,43.74,27.18,7.2,2.38
77.69,3,0.205,0.205,0.102,0,0,3,0,0,0,0,0,1,0,1,11.92,0,0,0,0,0,1,0,1,36.25,25.77,7.55,2.38
93.3,3,0.023,0.023,0.023,0,1,4,0,0,0,1,0,1,0,0,14.01,0,0,0,1,1,0,0,0,15.44,18.21,9.07,1.59
60,5,0.194,0.194,0.097,0,0,4,1,0,0,0,0,0,1,0,9.82,0,0,0,0,0,0,1,1,31.87,25.43,9.02,2.38
71.03,2,0.363,0.363,0.182,0,0,3,0,1,0,0,0,0,0,1,9.68,0,1,1,0,0,0,0,0,32.53,34.75,7.15,2.38
54.31,5,0.196,0.196,0.098,0,0,3,0,0,0,0,0,1,0,1,12.14,0,0,0,0,0,1,0,0,49.03,44.97,7.02,2.38
108.97,2,0.105,0.105,0.053,0,0,4,1,0,0,0,0,0,1,0,16.53,1,1,0,1,1,1,0,0,22.01,16.09,9.47,2.38
95.68,1,0.184,0.184,0.092,0,0,4,0,0,0,0,0,1,0,1,12.66,0,0,0,1,0,0,0,0,24.68,19.92,11.2,2.38
89.33,5,0.124,0.124,0.062,0,0,3,1,0,0,0,0,0,1,0,15.35,0,1,1,1,1,0,0,0,24.96,16.1,7.25,2.38
84.38,5,0.097,0.097,0.048,0,0,5,0,1,0,0,0,1,0,1,12.74,0,0,0,0,0,0,0,0,67.6,77.24,6.81,2.38
56.75,3,0.238,0.238,0.119,0,0,3,0,0,1,0,1,0,0,0,8.53,0,0,1,1,1,1,0,0,55.41,64.43,6.83,2.38
60.88,4,0.227,0.227,0.114,0,0,4,1,0,0,0,0,1,0,1,11.26,0,1,1,0,0,0,0,1,29.66,29.69,7.81,2.38
52.23,1,0.18,0.18,0.09,0,0,4,0,0,0,1,0,1,0,0,12.75,0,0,0,0,0,0,0,0,17.17,19.2,12.11,2.38
90.09,1,0.065,0.065,0.033,0,0,3,0,0,1,0,1,0,0,0,9.63,0,0,0,0,0,0,0,0,25.73,37.92,9.82,2.38
86.4,5,0.301,0.301,0.15,0,0,4,0,1,0,0,0,0,0,1,10.43,0,0,0,0,0,0,0,1,24.91,25.76,9.6,2.38
60.85,2,0.123,0.123,0.123,0,0,4,0,1,0,0,0,0,0,1,13.67,1,0,0,1,0,0,0,1,19.07,23.46,5.95,1.59
54.14,4,0.065,0.065,0.033,0,1,5,1,0,0,0,1,0,1,0,13.44,1,1,1,0,1,0,0,1,29.99,39.41,6.99,2.38
53.4,1,0.157,0.157,0.078,0,0,4,0,0,0,0,0,1,1,1,11.06,0,0,1,1,0,0,0,0,31.5,30.74,9.49,2.38
77.88,2,0.042,0.042,0.021,0,1,3,0,0,0,1,0,1,0,0,12.11,0,0,0,0,0,1,0,0,32.95,34.57,7.07,2.38
92.42,5,0.094,0.094,0.047,0,0,4,1,0,1,0,0,0,0,0,13.65,0,0,0,0,0,1,0,0,19.89,21.19,9.83,2.38
104.8,4,0.243,0.243,0.121,0,0,3,0,0,0,0,1,0,1,0,11.28,0,0,0,0,0,0,0,0,27.6,31.66,7.58,2.38
70.89,3,0.038,0.038,0.019,0,1,3,1,0,0,0,0,0,1,0,12.68,0,1,0,0,1,0,0,1,18.34,30.46,7.33,2.38
112.35,3,0.157,0.157,0.078,0,0,4,0,0,0,1,0,1,0,0,10.5,0,0,0,0,0,0,0,0,28.71,29.77,12.71,2.38
84.35,6,0.037,0.037,0.037,0,2,4,1,0,0,0,0,0,1,0,10.87,0,0,1,0,0,0,1,1,41.04,39.38,5.82,1.59
86.4,1,0.106,0.106,0.053,1,2,3,0,0,0,0,0,1,0,1,10.61,0,0,0,0,0,0,0,0,12.91,14.27,11.64,2.38
98.84,1,0.185,0.185,0.093,0,0,3,1,0,0,0,0,0,1,0,12.49,0,0,0,0,1,0,0,0,14.84,20.85,9.18,2.38
83.7,6,0.032,0.032,0.016,0,0,3,1,0,1,0,0,0,0,0,13.33,0,0,0,1,0,1,0,0,37.95,32.16,7.08,2.38
76.44,4,0.043,0.043,0.022,0,2,4,0,1,0,1,0,0,0,0,11.93,0,0,0,0,0,0,0,0,36.26,29.78,10.01,2.38
57.15,3,0.034,0.034,0.017,0,1,3,0,0,0,0,0,1,0,1,13.26,0,0,1,1,0,0,0,0,19.79,28.77,9.79,2.38
61.25,6,0.046,0.046,0.023,0,0,5,0,1,0,1,0,0,0,1,15.9,1,0,0,0,0,1,1,1,56.11,47.99,6.9,2.38
82.47,4,0.102,0.102,0.102,0,0,7,0,1,0,1,0,1,0,0,17.56,0,0,0,0,0,1,0,0,26.96,46.89,7,1.59
159.81,5,0.041,0.041,0.041,0,0,4,1,0,1,0,0,0,0,0,10.48,0,0,0,0,0,0,0,0,14.24,28.44,8.62,1.59
51,4,0.174,0.174,0.174,0,0,4,0,1,0,0,0,0,0,1,9.38,0,1,1,0,0,1,0,1,38.49,36.69,5.87,1.59
58.65,3,0.032,0.032,0.016,0,1,4,1,0,1,0,0,0,0,0,13.63,1,0,0,0,0,0,0,1,15.6,21.85,12.51,2.38
59.26,3,0.225,0.225,0.113,0,0,4,0,0,0,0,1,1,1,0,12.09,0,0,0,0,0,0,0,0,25.84,28.34,8.82,2.38
57.57,1,0.034,0.034,0.017,0,0,3,0,0,0,1,0,1,0,0,13.26,0,1,0,0,0,0,0,0,25.07,25.35,9.05,2.38
89.93,1,0.035,0.035,0.017,0,1,3,0,0,0,0,1,0,1,0,12.97,0,0,0,0,0,0,0,1,25.75,26.86,7.49,2.38
126.8,2,0.06,0.06,0.03,0,1,4,0,1,1,0,1,0,0,0,9.81,1,0,0,0,0,0,1,1,18.43,34.2,11.39,2.38
71.73,4,0.253,0.253,0.253,0,0,4,0,1,0,0,0,0,0,1,9.75,0,0,0,1,1,0,0,0,17.68,29.36,8.38,1.59
49.36,1,0.086,0.086,0.043,1,2,5,0,1,0,0,0,1,0,1,16.35,0,0,0,0,0,0,0,0,17.55,25.5,8.19,2.38
42.42,4,0.174,0.174,0.174,0,0,4,0,1,0,0,0,0,0,1,11.19,1,0,1,0,0,0,0,0,31.4,27.14,5.86,1.59
54.31,3,0.062,0.062,0.031,0,1,4,0,0,0,0,1,1,1,0,9.91,0,0,1,1,1,1,0,0,32.89,47.35,7.11,2.38
70.22,2,0.297,0.297,0.148,0,0,4,1,0,1,0,0,0,0,0,10.48,0,1,0,1,1,1,0,0,31.4,27.17,12.84,2.38
108.11,2,0.154,0.154,0.077,0,0,3,0,1,0,0,0,0,0,1,11.07,0,0,0,0,1,0,0,0,14.81,27.79,9.5,2.38
125.41,4,0.141,0.141,0.141,0,0,4,0,0,0,0,0,1,0,1,12.51,0,0,0,1,0,0,0,0,20.56,23.71,6.18,1.59
66.81,6,0.032,0.032,0.016,0,1,3,0,0,1,0,1,0,0,0,13.35,0,0,1,1,1,1,0,0,47.23,36.31,6.96,2.38
121.52,3,0.116,0.116,0.116,0,0,4,0,1,0,1,0,0,0,0,11.07,0,0,0,0,0,1,0,0,14.99,30.38,6.77,1.59
55.98,1,0.019,0.019,0.019,0,0,4,1,0,0,0,0,0,1,0,14.96,1,1,0,0,0,0,0,0,12.57,22.22,6.19,1.59
89.08,6,0.145,0.145,0.145,0,0,4,0,1,0,1,0,0,0,0,12.29,0,1,0,0,0,0,0,0,30.03,43.97,8.5,1.59
70.45,6,0.043,0.043,0.022,0,2,5,0,1,0,0,0,1,0,1,16.88,1,0,0,0,0,0,1,1,61.56,54.59,6.87,2.38
67.16,2,0.095,0.095,0.048,1,2,6,1,1,0,1,0,0,1,0,15.67,1,0,0,0,0,0,0,1,30.26,21.74,7.61,2.38
76.44,4,0.081,0.081,0.04,0,2,4,0,1,0,0,0,0,0,1,8.45,0,0,1,0,1,0,0,0,22.85,39.03,12.28,2.38
45.87,3,0.065,0.065,0.033,0,1,3,1,0,1,0,0,0,0,0,9.67,0,0,0,0,0,0,0,0,23.76,34.54,7.54,2.38
66.57,6,0.264,0.264,0.132,0,0,4,1,0,0,0,0,0,1,0,10.67,0,0,0,1,0,0,0,0,41.36,34.7,7.51,2.38
70.45,2,0.07,0.07,0.035,0,0,6,0,1,0,0,1,0,1,1,13.22,0,0,0,0,0,0,0,0,40.65,52.23,7.18,2.38
78.03,2,0.03,0.03,0.015,0,1,4,1,0,1,0,0,0,0,0,13.87,0,0,0,0,1,1,0,0,15.13,22.09,11.22,2.38
63.13,3,0.238,0.238,0.119,0,0,4,0,1,0,1,0,0,0,0,11.46,1,1,1,1,0,0,0,0,42.46,28.36,9.09,2.38
86.13,6,0.072,0.072,0.072,1,2,4,0,1,0,1,0,0,0,0,11.02,0,0,0,0,0,0,0,0,26.77,41.05,7.61,1.59
63.38,3,0.286,0.286,0.286,0,0,4,0,1,0,1,0,0,0,0,8.75,1,0,0,0,0,0,0,0,16.02,31.33,9.79,1.59
66.4,3,0.104,0.104,0.104,0,0,4,0,1,0,0,0,0,0,1,11.53,1,0,0,0,0,0,1,1,19.8,27.1,8.49,1.59
84.08,6,0.06,0.06,0.06,0,0,4,0,1,0,0,0,0,0,1,8.53,0,0,0,0,0,0,0,0,34.88,41.98,7.25,1.59
53.03,1,0.196,0.196,0.098,0,0,4,0,1,1,0,0,0,0,1,12.17,0,0,0,0,1,0,0,0,17.19,27.19,11.44,2.38
48.63,3,0.071,0.071,0.036,0,2,4,0,0,0,0,0,1,0,1,9.45,0,0,1,1,1,0,0,0,34.84,37.34,11.15,2.38
72.74,4,0.079,0.079,0.079,0,0,4,0,0,1,0,1,0,0,0,16.53,1,0,1,1,1,1,1,0,22.22,16.78,6.8,1.59
60.11,4,0.238,0.238,0.119,0,0,4,1,1,0,0,0,0,1,0,8.69,1,0,0,0,0,0,1,1,45.12,41.24,7.04,2.38
58.89,2,0.056,0.056,0.028,0,0,4,0,1,0,0,0,0,1,1,10.35,1,0,0,0,0,0,1,1,33.61,35.01,7.09,2.38
64.46,2,0.074,0.074,0.037,0,0,4,0,1,0,1,0,0,0,0,8.85,0,1,0,0,0,0,0,0,18.03,31.74,13.08,2.38
51.53,4,0.107,0.107,0.054,0,0,3,0,0,0,1,0,1,0,0,12.82,0,0,0,0,0,0,0,0,26.09,22.55,7.91,2.38
71.73,5,0.048,0.048,0.048,0,0,4,0,1,0,1,0,0,0,0,10.14,0,0,0,1,1,0,0,0,35.75,49.89,5.93,1.59
86.26,5,0.064,0.064,0.032,0,1,3,0,0,0,0,0,1,0,1,9.7,1,0,0,0,0,0,1,1,56.8,36.42,7,2.38
72.62,2,0.195,0.195,0.195,0,0,4,1,0,1,0,0,0,0,0,10.79,0,0,0,0,0,0,0,0,12.03,27.74,9.75,1.59
72.78,3,0.38,0.38,0.19,0,0,4,1,0,0,0,0,1,1,0,8.94,1,0,0,0,0,1,1,1,67.9,43.56,7.01,2.38
67.29,5,0.259,0.259,0.259,0,0,4,0,0,0,0,1,0,1,0,10.38,0,0,0,1,1,1,1,1,70.16,45.25,5.72,1.59
60.88,6,0.204,0.204,0.102,0,0,3,0,0,0,0,0,1,0,1,12.12,0,0,0,0,0,0,0,0,55.73,44.48,7.03,2.38
69.73,4,0.068,0.068,0.034,0,1,3,0,0,0,1,0,1,0,0,9.23,0,0,0,0,0,0,0,0,27.8,32.49,8.91,2.38
51.53,4,0.032,0.032,0.016,0,2,3,1,0,0,0,0,0,1,0,13.63,1,1,0,0,1,0,0,1,22.55,26.16,7.18,2.38
83.85,6,0.045,0.045,0.045,0,1,4,0,1,0,1,0,0,0,0,9.86,0,0,0,0,0,0,1,0,31.14,52.51,7.48,1.59
164.82,1,0.042,0.042,0.021,0,0,5,0,1,0,0,0,1,0,1,16.79,0,0,0,0,0,0,0,0,17.72,40.28,9.34,2.38
51.55,3,0.077,0.077,0.077,1,2,7,0,1,0,0,0,1,0,1,15.77,1,1,1,1,1,0,0,1,32.02,36.17,5.85,1.59
62.42,3,0.048,0.048,0.024,0,0,4,0,0,0,1,0,1,0,0,11.04,0,0,0,0,0,0,0,0,17.4,34.13,12.56,2.38
82.36,4,0.228,0.228,0.114,0,0,3,0,1,0,1,0,0,0,0,9.06,0,0,0,0,0,0,0,0,42.36,38.26,7.3,2.38
103.32,1,0.162,0.162,0.081,0,0,4,0,1,0,1,1,0,0,0,10.36,0,0,0,0,0,0,0,0,19.51,34.98,10.77,2.38
150.88,4,0.022,0.022,0.022,0,0,4,0,0,0,0,1,0,1,0,14.09,1,0,1,1,1,1,0,0,31.06,18.72,5.91,1.59
47.32,5,0.086,0.086,0.043,1,2,3,1,0,1,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,28.35,24.22,7.21,2.38
70.89,5,0.046,0.046,0.023,0,2,5,0,1,0,1,0,1,0,0,15.98,0,0,0,0,0,0,0,0,49.45,50.89,7.42,2.38
81.51,4,0.03,0.03,0.015,0,1,4,0,0,0,1,1,0,1,0,13.81,1,0,1,0,0,0,1,1,22.41,26.15,9.62,2.38
40.55,2,0.037,0.037,0.037,0,1,4,0,1,0,1,0,0,0,0,11.15,0,0,0,0,0,1,0,0,10.65,29.21,9.63,1.59
84.28,3,0.042,0.042,0.021,0,1,5,0,1,0,1,0,1,0,0,16.79,0,0,0,0,0,0,0,0,35.54,40.75,7.96,2.38
52.24,5,0.148,0.148,0.074,0,0,6,0,1,1,0,1,1,0,0,16.04,0,0,0,0,0,0,0,0,66.78,71.62,7.03,2.38
96.92,6,0.131,0.131,0.066,1,2,3,0,0,0,0,0,1,0,1,9.72,0,0,0,0,0,0,0,0,53.97,59.9,7,2.38
64.16,4,0.038,0.038,0.019,0,1,3,0,1,0,0,0,0,0,1,12.38,0,0,0,1,1,0,0,0,16.08,23.87,8.46,2.38
59.74,4,0.034,0.034,0.017,0,0,3,0,0,0,0,0,1,0,1,13.26,0,0,1,1,0,0,0,0,21.1,28.12,9.14,2.38
43.02,2,0.069,0.069,0.034,0,1,5,0,1,0,0,0,1,0,1,14.21,0,0,1,0,1,0,0,0,26.11,43.45,9.53,2.38
89.13,1,0.172,0.172,0.086,0,0,3,0,1,0,1,0,0,0,0,10.11,0,0,0,0,0,0,0,0,16.32,28.06,10.12,2.38
59.2,6,0.07,0.07,0.07,0,0,4,1,0,1,0,0,0,0,0,13.65,0,0,0,0,0,1,0,0,26.55,35.97,8.66,1.59
51.37,3,0.042,0.042,0.021,0,1,5,0,1,0,1,0,1,0,0,16.72,0,0,1,0,0,0,0,1,42.67,45.51,7.28,2.38
74.95,2,0.345,0.345,0.172,0,0,4,0,0,0,1,0,1,0,0,10.01,0,0,0,0,0,0,0,0,41.06,31.07,11.26,2.38
59.74,3,0.068,0.068,0.068,0,2,7,0,1,0,0,0,1,0,1,11.36,1,1,1,0,0,0,1,1,60.23,56.5,5.83,1.59
103.41,4,0.12,0.12,0.12,0,0,4,1,0,1,0,0,0,0,0,11.04,0,1,1,1,0,0,0,0,15.03,29.41,9.35,1.59
95.06,6,0.037,0.037,0.019,0,2,4,0,0,0,0,1,1,0,1,12.5,0,0,0,1,1,1,0,0,52.72,45.97,7.06,2.38
56.01,4,0.047,0.047,0.047,0,2,4,0,0,0,0,0,1,0,1,9.97,0,0,0,0,0,0,0,0,28.03,24.57,6.1,1.59
108.77,3,0.111,0.111,0.111,0,0,7,0,1,0,1,0,1,0,0,16.04,0,0,0,1,0,0,0,0,28.17,52.64,8.18,1.59
93.75,6,0.147,0.147,0.147,0,0,7,1,0,0,0,1,0,1,0,13.44,1,1,1,0,1,0,0,0,62.57,63.74,5.8,1.59
81.51,5,0.077,0.077,0.039,0,0,4,0,0,0,1,0,1,0,0,8.74,1,1,1,0,1,0,0,0,47.26,50.29,10.68,2.38
98.84,4,0.043,0.043,0.043,0,0,4,0,0,0,1,0,1,0,0,10.11,0,0,0,0,0,0,0,0,24.42,31.55,6.44,1.59
75.93,3,0.041,0.041,0.02,0,1,4,0,1,0,0,0,0,0,1,13.96,1,1,1,1,0,0,0,1,44.19,32.35,11.66,2.38
92.99,3,0.048,0.048,0.048,0,2,4,1,0,1,0,0,0,0,0,9.49,0,0,1,0,0,0,1,1,17.96,33.14,8.86,1.59
55.01,4,0.077,0.077,0.039,0,0,3,1,0,0,0,0,0,1,0,14.96,0,1,1,1,0,0,0,0,18.08,24.34,7.33,2.38
150.28,1,0.025,0.025,0.012,0,2,4,0,1,1,0,0,0,0,1,15.35,0,1,1,1,1,0,0,0,27.88,19.19,7.43,2.38
128.51,2,0.038,0.038,0.019,0,1,3,0,1,0,0,0,0,0,1,12.51,0,1,0,0,0,0,0,0,14.83,26.14,7.52,2.38
54.31,3,0.328,0.328,0.164,0,0,4,0,0,1,1,0,0,0,1,9.59,0,0,0,0,0,0,0,1,24.53,35.21,9.96,2.38
73.97,2,0.053,0.053,0.026,0,2,5,0,1,0,1,0,0,0,1,15.06,1,0,0,0,0,0,0,0,21.78,39.23,6.93,2.38
110.9,3,0.119,0.119,0.06,1,2,3,0,1,0,1,0,0,0,0,9.84,0,0,0,1,1,0,0,1,38.21,36.25,7.3,2.38
48.49,5,0.387,0.387,0.193,0,0,5,0,1,0,1,0,1,0,0,13.66,1,0,1,1,1,1,1,0,94.7,97.17,6.78,2.38
52.43,5,0.108,0.108,0.108,0,0,7,0,1,0,0,0,1,0,1,15.75,1,0,0,0,0,0,0,0,31.07,38.47,5.87,1.59
69.71,4,0.338,0.338,0.169,0,0,3,0,1,0,0,0,0,0,1,9.63,1,0,0,0,0,0,1,1,37.3,36.86,7.06,2.38
63.62,5,0.215,0.215,0.108,0,0,3,0,0,1,0,1,0,0,0,11.57,0,0,0,0,0,0,0,0,49.8,39.97,7.15,2.38
